GrLivArea,LotArea,TotalBsmtSF,BsmtUnfSF,GarageArea,YearBuilt,LotFrontage,YearRemodAdd,BsmtFinSF1,OpenPorchSF,SalePrice
1224,3000,612,318,528,2009,30.0,2009,294,234,173733
1092,2001,546,546,286,1970,21.0,1970,0,0,75000
480,9000,480,430,308,1949,50.0,1950,50,0,35311
1229,17140,1134,75,284,1956,70.04995836802665,1956,1059,0,135000
2127,13125,1104,422,833,1991,103.0,1991,48,192,238000
1414,11029,1184,245,601,1958,87.0,2002,528,51,176500
1721,8462,928,114,471,1994,70.0,1994,814,87,201000
2200,8777,1272,188,0,1900,67.0,2003,1084,70,145900
1316,10237,1316,1288,397,2005,65.0,2006,28,0,169990
1617,8012,1604,598,533,1993,50.0,1994,165,69,193000
1686,10240,1686,0,612,1980,79.0,1980,625,131,207500
1126,15611,1126,266,540,1977,70.04995836802665,1977,767,0,175000
2374,11999,1181,1181,656,2003,93.0,2004,0,100,285000
1978,9900,832,280,486,1968,70.04995836802665,1968,552,43,176000
1788,11838,1753,1753,522,2001,70.04995836802665,2001,0,151,236500
2236,13006,964,964,642,1997,70.04995836802665,1997,0,0,222000
1466,8925,1466,1450,610,2007,73.0,2007,16,18,201000
925,9100,925,121,429,1965,70.0,1965,338,0,117500
1905,11670,1905,1905,788,2006,84.0,2006,0,191,320000
1500,8487,1500,1480,570,2004,63.0,2004,20,36,190000
2069,27650,585,160,505,1960,313.0,2007,425,0,242000
747,5825,600,600,528,1926,52.0,1953,0,0,79900
1200,10083,1176,343,555,2003,67.0,2003,833,41,184900
1971,9675,1113,772,689,2005,75.0,2005,341,48,253000
1962,8760,1391,927,868,2006,73.0,2006,464,90,239799
2403,24090,1032,1032,349,1940,70.04995836802665,1950,0,0,244400
1728,12640,1728,396,574,1976,55.0,1976,936,0,150900
2060,8755,992,220,390,1999,70.04995836802665,1999,772,0,214000
1440,7711,1440,0,0,1977,42.0,1977,1440,0,150000
1632,25000,1632,1632,576,1967,100.0,1967,0,0,143000
1344,14375,819,354,525,1958,70.04995836802665,1958,111,118,137500
1869,8820,1088,0,456,1890,98.0,1996,1088,0,124900
1144,8163,1144,102,796,1959,70.0,1959,748,0,143000
1629,14536,1616,316,808,2002,85.0,2003,1300,252,270000
1776,14006,936,936,474,2002,65.0,2002,0,96,192500
1381,9360,1161,179,676,1972,78.0,2006,982,0,197500
864,7200,864,317,720,1950,60.0,2002,398,0,129000
965,7800,828,187,300,1965,60.0,1965,641,0,119900
768,7200,768,108,396,1972,60.0,2003,660,0,133900
1968,11075,784,29,530,1969,70.04995836802665,1969,562,189,172000
980,9400,945,0,0,1975,35.0,1975,945,0,127500
1958,7136,979,495,492,1946,82.0,1950,484,0,145000
1229,1300,561,276,462,1980,24.0,1980,285,0,124000
1057,7420,1057,640,576,1962,70.0,1962,417,0,132000
1337,8450,1337,638,531,2003,65.0,2003,699,39,185000
1416,2572,696,92,484,1999,24.0,1999,604,44,155000
858,7207,858,162,0,1958,50.0,2008,696,0,116500
2872,12227,1330,434,619,1977,70.04995836802665,1995,896,282,272000
1548,2308,804,248,440,1976,24.0,1976,556,0,155000
1800,11923,1800,1800,702,2007,122.0,2007,0,136,239000
1894,11316,817,193,510,2002,80.0,2003,624,40,214900
1484,10237,783,783,393,2005,65.0,2007,0,72,178900
1308,9600,728,300,256,1940,130.0,1950,428,70,160000
1098,7390,1098,196,260,1955,70.04995836802665,1955,902,0,135000
968,5925,600,600,0,1910,50.0,1950,0,0,37900
1095,10382,588,75,264,1958,75.0,1958,513,0,140000
1192,10800,720,720,0,1949,60.0,1950,0,0,135000
1626,2268,764,197,474,2003,36.0,2004,567,27,173000
918,7892,918,918,264,1979,55.0,1979,0,0,99500
1428,11639,1428,1428,480,2007,95.0,2008,0,120,182000
2019,11414,728,728,532,1910,60.0,1993,0,135,167500
1382,2651,673,32,490,2000,70.04995836802665,2000,641,50,165000
869,5900,440,440,0,1923,51.0,1958,0,0,85500
1241,4274,1241,135,569,2006,35.0,2007,1106,116,199900
894,9450,894,342,400,1954,68.0,1954,552,0,110000
1121,8816,1121,470,480,1963,80.0,1963,651,80,139000
999,12122,944,77,588,1961,70.04995836802665,2007,867,76,178400
2612,12203,1225,371,676,1998,98.0,1999,854,0,336000
1266,3182,1266,1266,388,2007,43.0,2007,0,16,159895
2290,11250,1128,1128,779,2002,70.04995836802665,2002,0,0,255900
1734,10125,0,0,539,1977,75.0,1977,0,0,126000
1164,10880,1164,124,240,1950,68.0,1950,1040,48,125000
1635,5310,485,485,255,1910,59.0,2003,0,0,117000
1940,10159,1930,284,606,2009,83.0,2010,1646,95,395192
2030,12046,848,692,551,1976,70.04995836802665,1976,156,224,195000
1576,8125,770,770,614,2006,65.0,2006,0,50,197000
2392,9452,1396,322,870,1997,82.0,1998,1074,70,348000
1742,17671,916,700,424,1882,121.0,1986,216,169,168000
1851,9760,822,169,440,1964,80.0,1993,536,42,187000
1500,8846,750,750,564,2005,68.0,2006,0,35,173900
1718,12456,1700,528,786,2006,96.0,2007,1172,48,337500
1230,4712,747,363,305,1946,51.0,1950,384,57,121600
1050,10659,1050,135,368,1961,70.04995836802665,1961,915,319,136500
1442,11717,1442,1442,615,1970,70.04995836802665,1970,0,0,185000
1077,9786,1007,1007,210,1922,60.0,1950,0,100,91000
1208,6762,1187,501,632,2006,64.0,2006,686,61,206000
944,10206,0,0,528,1952,74.0,1952,0,0,82000
691,5400,691,691,216,1920,60.0,1950,0,20,86000
1574,11957,1574,1550,824,2006,75.0,2006,24,104,232000
1680,11500,1680,1680,528,1976,70.04995836802665,1976,0,0,136905
1504,3182,1346,1330,457,2005,43.0,2006,16,0,181000
985,8385,985,390,328,1977,65.0,1977,595,0,149900
1657,12155,1657,420,484,1970,70.04995836802665,1970,1237,0,163500
1092,2217,546,0,286,1970,21.0,1970,273,0,88000
1710,12118,1710,1710,550,2004,43.0,2005,0,48,240000
1522,6000,1008,1008,0,1926,60.0,1950,0,0,102000
1271,21286,720,720,312,1948,115.0,1950,0,0,135000
1664,9825,0,0,0,1965,75.0,1965,0,0,100000
1502,10592,602,602,180,1923,55.0,1996,0,0,165000
1022,7200,1022,310,280,1910,60.0,2006,247,30,85000
1082,11664,1082,746,240,1948,60.0,1950,336,130,119200
1665,8400,810,167,528,2001,70.0,2001,643,45,227000
1504,11883,1504,814,478,1996,73.0,1996,690,66,203000
1360,5814,1220,184,565,1984,70.04995836802665,1984,1036,0,187500
1472,10784,384,384,402,1991,70.04995836802665,1992,0,0,160000
1506,3013,1362,1346,440,2005,43.0,2005,16,20,213490
1132,7024,1132,108,451,2005,60.0,2005,1024,64,176000
1220,7406,1199,515,632,2006,64.0,2006,684,54,194000
1248,9439,912,588,160,1930,52.0,1950,324,0,87000
1504,3182,1346,1330,437,2005,43.0,2006,16,20,191000
2898,15498,1565,0,665,1976,70.04995836802665,1976,1165,72,287000
882,7700,882,276,461,1972,70.0,1972,138,0,112500
1264,9300,1268,571,461,1960,73.0,1960,697,0,167500
1646,9520,1638,125,800,2007,71.0,2008,1513,44,293077
1376,9492,768,359,240,1941,79.0,1950,368,0,105000
1218,1680,672,355,264,1972,21.0,1972,317,28,118000
1928,7082,686,686,0,1916,70.04995836802665,1995,0,0,160000
3082,15863,824,301,672,1920,102.0,1970,523,63,197000
2520,14541,1338,326,796,1993,70.04995836802665,1993,1012,55,310000
1654,8125,1654,668,900,2002,70.04995836802665,2002,986,136,230000
954,6305,920,920,240,1938,50.0,1950,0,0,119750
845,11500,0,0,290,1957,70.04995836802665,1957,0,0,84000
1620,12898,1620,598,912,2007,89.0,2008,1022,0,315500
2263,9240,1055,1055,905,2001,70.04995836802665,2002,0,45,287000
1344,1533,546,546,0,1970,21.0,2008,0,0,97000
630,1477,630,121,286,1970,21.0,1970,509,0,80000
1803,13125,1134,284,484,1957,88.0,2000,168,0,155000
1632,9130,800,336,484,1966,70.04995836802665,2000,400,40,173000
1306,5381,1306,406,624,2005,34.0,2005,900,63,196000
2329,11839,1475,390,514,1990,86.0,1990,1085,121,262280
2524,9600,2524,1420,542,1981,80.0,1981,1104,120,278000
1733,13680,0,0,452,1955,70.04995836802665,1955,0,0,139600
2868,16056,1992,1752,716,2005,85.0,2006,240,108,556581
990,9245,990,304,672,1994,57.0,1995,686,0,145000
1771,21750,0,0,336,1960,100.0,2006,0,0,115000
930,11100,0,0,308,1946,60.0,2006,0,0,84900
1302,8993,1302,1302,436,2007,73.0,2007,0,22,176485
1316,11175,1316,1316,440,2007,103.0,2007,0,20,200141
1977,9500,816,374,540,1964,100.0,1978,442,52,165000
1526,8562,1216,833,364,1957,68.0,2002,383,78,144500
1989,11367,1065,133,586,2002,90.0,2002,932,60,255000
1523,11361,1193,549,478,1976,104.0,1976,644,0,180000
1364,7052,1364,705,484,2005,43.0,2005,659,36,185850
1850,29959,973,378,467,1994,70.04995836802665,1994,595,98,248000
2184,11308,1104,168,836,2008,96.0,2008,936,102,335000
1991,11275,854,0,432,1932,70.04995836802665,1950,297,0,220000
1338,4920,1338,722,582,2001,41.0,2001,616,0,213500
894,18000,894,894,1248,1935,120.0,1950,0,20,81000
2337,13600,662,662,560,1900,85.0,1950,0,57,90000
1103,6000,1103,706,440,1925,50.0,1980,397,120,110500
1154,11000,1154,184,480,1966,70.04995836802665,1966,740,58,154000
2260,14000,1306,105,533,1996,80.0,1997,1201,44,328000
1571,7837,799,799,380,1993,59.0,1994,0,40,178000
1611,9760,780,0,442,1964,80.0,1964,674,128,167900
2521,3964,942,105,576,1973,42.0,1973,837,20,151400
893,9600,845,625,576,1949,60.0,2003,220,0,135000
1048,10152,1048,462,286,1956,72.0,1956,586,20,135000
1556,11700,727,429,441,1968,78.0,1968,298,0,154000
1456,7585,810,810,280,1948,50.0,1950,0,0,91500
1426,7950,690,155,440,1977,75.0,1977,535,0,159500
1240,8556,1240,1240,826,2006,74.0,2006,0,93,194000
1740,13125,800,390,240,1940,75.0,1984,410,0,219500
1466,10800,796,170,566,1936,60.0,1989,626,21,170000
1096,15870,1096,230,299,1969,70.04995836802665,1969,75,32,138800
848,4435,848,186,420,2004,37.0,2004,662,0,155900
990,8775,990,495,299,1994,65.0,1994,495,64,126000
1258,11040,1258,602,528,1971,80.0,2004,656,0,145000
1040,7500,1040,216,308,1963,75.0,1963,824,0,133000
1459,8749,1459,1459,527,2002,70.0,2002,0,39,192000
1251,8800,1251,698,461,1964,80.0,1964,553,116,160000
1498,13031,691,99,409,1995,70.04995836802665,1996,592,44,187500
996,9069,936,189,564,1992,73.0,1992,747,0,147000
1092,1974,546,212,286,1973,70.04995836802665,1973,334,96,83500
1953,10574,1082,1082,1043,2005,85.0,2006,0,50,252000
1709,2522,970,970,380,2004,24.0,2004,0,40,137500
1247,3316,1247,208,550,2005,37.0,2005,1039,84,197000
1040,8544,0,0,400,1950,60.0,1950,0,0,92900
1252,2160,600,90,462,1999,24.0,2000,510,48,160000
1694,8400,1181,758,576,1925,60.0,1950,423,0,136500
1200,9230,864,203,884,1965,71.0,1998,661,64,146000
936,5868,936,448,308,1956,74.0,2000,248,0,129000
1314,9317,1314,1290,440,2006,78.0,2006,24,22,176432
1355,6882,684,684,0,1914,60.0,2006,0,0,127000
1088,3696,1074,1074,461,1986,70.04995836802665,1986,0,74,170000
1324,6000,672,0,240,1936,50.0,1950,672,0,128000
1601,11880,1271,567,478,1978,82.0,1978,704,0,157000
438,8400,290,0,246,1920,60.0,1950,290,0,60000
950,9758,950,251,280,1971,61.0,1971,412,0,119500
1134,7000,1010,422,254,1960,70.0,2002,588,16,135000
1194,8910,655,0,539,1959,79.0,1959,655,0,159500
1302,2016,630,630,440,1970,24.0,1970,0,0,106000
2622,12256,1463,431,712,1994,98.0,1995,1032,32,325000
1442,10357,910,172,719,1990,114.0,1991,738,244,179900
2021,23257,868,868,422,2006,168.0,2006,0,100,274725
1690,8063,924,924,463,2000,70.04995836802665,2000,0,48,181000
1836,11362,1836,797,862,2004,107.0,2005,1039,185,280000
1658,8000,773,554,431,1995,70.04995836802665,1996,219,84,188000
1964,10480,803,400,483,1976,80.0,1976,403,69,205000
816,7100,816,108,308,1957,73.0,1957,708,0,129900
1008,8923,1008,365,240,1953,66.0,2006,643,18,134500
833,5400,833,418,326,1954,90.0,2000,415,0,117000
1734,12085,1734,730,928,2007,93.0,2007,1004,0,318000
1419,7750,408,55,527,2002,70.04995836802665,2002,353,0,184100
894,9764,894,192,450,1967,57.0,2003,702,0,130000
1601,13825,533,533,300,1958,85.0,1987,0,34,140000
1040,7560,1040,671,286,1959,70.0,1959,369,0,133700
1012,8263,1012,1012,308,1920,59.0,1950,0,22,118400
1552,10084,1552,1528,782,2005,84.0,2006,24,20,212900
960,8926,672,672,288,1956,70.04995836802665,1956,0,0,112000
698,9405,698,698,0,1947,50.0,2008,0,200,118000
1482,9125,384,384,392,1992,70.04995836802665,1992,0,25,163900
1005,10434,1005,1005,672,1955,60.0,1955,0,0,115000
1555,3684,1373,1373,660,2007,53.0,2007,0,20,174000
1530,14572,1530,230,630,2004,182.0,2004,1300,36,259000
1959,11796,847,847,434,2004,59.0,2005,0,48,215000
936,7200,936,0,672,1980,60.0,1980,936,0,140000
1981,7804,1122,500,576,1928,65.0,1950,622,44,135000
974,10712,974,762,0,1991,63.0,1992,212,28,93500
2210,9900,1008,1008,205,1880,90.0,1950,0,48,117500
2020,9828,1128,544,466,1995,80.0,1995,584,155,239500
1600,8773,916,916,460,1997,57.0,1997,0,38,169000
986,6180,960,960,180,1926,60.0,1950,0,128,102000
1252,9600,1032,752,288,1950,80.0,1950,280,0,119000
1020,6342,780,780,0,1875,54.0,1996,0,0,94000
1567,9819,1567,0,714,1977,70.04995836802665,1977,1567,32,196000
1167,8731,915,270,495,1920,98.0,1950,645,0,144000
952,7350,952,100,840,1951,60.0,1951,852,0,139000
1868,10304,780,399,484,1976,70.04995836802665,1976,381,96,197500
2828,9965,1466,316,1052,2006,77.0,2007,1150,144,424870
1006,9000,1006,718,0,1959,70.04995836802665,1959,288,24,80000
924,12180,672,324,280,1941,60.0,1950,348,0,80000
1576,6240,1042,1042,225,1928,52.0,1950,0,0,149000
1298,11200,1298,40,403,1985,70.04995836802665,1985,1258,26,180000
1564,12000,704,429,234,1941,75.0,1950,275,0,174500
1111,5700,572,572,288,1926,70.04995836802665,1950,0,0,116900
1482,9000,650,26,324,1920,50.0,1988,624,0,143000
932,8280,932,932,306,1950,57.0,1950,0,0,124000
1466,17755,1466,1290,528,1959,134.0,1959,176,140,149900
1811,14115,1073,230,470,1956,90.0,2004,296,0,230000
816,5890,816,278,432,1930,70.04995836802665,2007,538,0,120500
1820,13700,864,410,492,1965,70.04995836802665,1988,454,84,201800
1437,10768,1437,280,528,1976,90.0,2004,1157,21,218000
1265,9350,1219,586,502,1965,85.0,1999,633,92,179900
1314,5001,1314,410,626,2007,34.0,2008,904,62,230000
1580,11932,1580,1580,830,2007,92.0,2008,0,24,235128
1876,9120,901,459,540,1974,76.0,1974,442,69,185000
1456,2280,855,544,440,1978,24.0,1978,311,0,146000
1640,14778,1296,568,924,1954,70.04995836802665,2006,728,0,224000
894,8724,894,402,450,1968,109.0,1968,492,0,129000
1258,12900,1198,0,400,1969,60.0,1969,1198,0,108959
1432,16157,1360,289,588,1978,70.04995836802665,1978,680,180,194000
1502,9541,1502,1502,644,2009,79.0,2009,0,114,233170
1694,10475,1694,1694,776,2008,64.0,2008,0,33,245350
1671,10852,959,173,472,2000,58.0,2000,786,38,173000
2108,13728,1127,501,540,1935,120.0,1986,626,0,235000
3627,35760,1930,543,807,1995,118.0,1996,1387,76,625000
1118,9880,1096,574,358,1977,76.0,1977,522,0,171000
1261,9120,1261,599,433,1958,76.0,1958,662,0,163000
1250,4017,625,625,625,2006,35.0,2007,0,54,171900
3086,18030,1598,977,0,1946,138.0,1994,152,0,200500
2345,16560,952,449,360,1932,80.0,1950,503,0,239000
2872,10678,1683,983,541,1992,85.0,2000,700,33,285000
923,6951,876,218,264,1984,37.0,1985,658,0,119500
1224,3950,818,350,210,1926,70.04995836802665,2004,468,0,115000
1343,7681,731,731,186,1921,54.0,1950,0,0,154900
1124,8335,0,0,0,1954,77.0,1954,0,36,93000
2514,11170,1216,0,693,1990,70.04995836802665,1991,1216,0,250000
1652,5587,1600,120,482,2008,64.0,2008,1480,53,392500
4476,15623,2396,300,813,1996,160.0,1996,2096,78,745000
1130,10800,1120,299,720,1920,60.0,1950,821,0,120000
1572,35133,1572,413,995,1963,50.0,1963,1159,263,186700
1221,9738,784,392,392,1924,60.0,1950,392,0,104900
1699,10615,978,538,420,1900,107.0,1970,440,74,95000
1624,12461,1624,168,757,1994,89.0,1995,1456,114,262000
1660,8935,831,831,493,2002,68.0,2002,0,68,195000
1804,7500,994,994,442,1999,60.0,1999,0,60,189000
1622,32463,1249,90,1356,1961,70.04995836802665,1975,1159,0,168000
1441,2645,776,776,492,1999,24.0,2000,0,0,174000
1472,9600,702,702,250,1925,60.0,1994,0,0,125000
1224,4500,1224,341,402,1999,70.04995836802665,1999,883,304,165000
1352,9364,663,292,299,1969,80.0,1969,371,36,158000
1456,8029,728,728,400,2005,51.0,2005,0,24,176000
1863,14054,879,879,660,2006,58.0,2006,0,17,219210
1690,8850,815,815,225,1916,65.0,1950,0,0,144000
1212,9100,1212,1212,573,2001,70.0,2001,0,0,178000
1382,11235,1051,504,459,1963,75.0,1979,547,82,148000
864,9353,864,864,280,1970,71.0,1970,0,0,116050
1779,10400,866,866,546,1998,80.0,1998,0,36,197900
1348,6000,884,884,216,1925,50.0,1997,0,0,117000
1630,9750,1630,1630,451,2000,75.0,2001,0,234,213000
1074,10140,1056,268,495,1975,78.0,1975,788,88,153500
2196,14684,2158,1496,701,1990,90.0,1991,485,70,271900
1056,8900,1056,0,384,1966,70.04995836802665,1966,1056,42,107000
1700,9135,1682,1342,544,2003,70.0,2003,340,23,200000
1283,7763,931,319,506,1962,70.0,1980,504,0,140000
1660,10182,1660,440,500,2006,85.0,2006,1220,50,290000
1845,11218,1055,1055,462,1992,70.0,1992,0,104,189000
1752,12134,559,132,492,1988,152.0,2005,427,12,164000
672,9340,672,328,234,1941,50.0,1950,344,113,113000
960,10246,648,0,364,1965,70.04995836802665,2001,648,0,145000
999,10205,925,141,300,1962,69.0,1962,784,72,134500
894,7094,894,340,384,1966,99.0,1966,180,0,125000
1902,8930,0,0,539,1978,68.0,1978,0,0,112000
1314,8640,1300,364,552,2009,72.0,2009,936,112,229456
912,6240,0,0,0,1947,52.0,1950,0,0,80500
1218,1680,672,672,0,1971,21.0,1971,0,0,91500
912,7800,912,0,288,1964,66.0,1964,312,0,115000
1211,8250,952,210,322,1968,55.0,1968,250,63,134000
1846,10496,1040,844,315,1949,78.0,1950,196,0,143000
2136,10680,2136,1380,528,1951,89.0,1951,756,30,137900
1490,15384,788,64,388,2004,60.0,2005,724,75,184000
1138,10482,588,81,264,1958,65.0,1958,507,0,145000
1933,14598,894,894,668,2007,86.0,2007,0,18,214000
912,8872,912,317,576,1965,72.0,2008,595,240,147000
1702,8769,1702,162,1052,2008,65.0,2008,1540,72,367294
1507,7910,1075,409,404,1960,70.0,1960,666,0,127000
2620,18890,1361,652,600,1977,70.04995836802665,1977,498,24,190000
1190,7728,1106,303,540,1962,70.0,1962,803,18,132500
1224,9842,0,0,462,1962,70.0,1962,0,0,101800
1188,12160,1188,188,531,1959,70.04995836802665,1959,1000,0,142000
1964,8525,940,940,0,1911,55.0,1950,0,192,130000
1784,13132,747,747,180,1914,96.0,1950,0,40,138887
1626,2628,764,764,474,2003,36.0,2003,0,27,175500
1948,12393,847,847,434,2004,41.0,2005,0,48,195000
1141,13072,1141,1141,484,2005,63.0,2005,0,0,142500
1484,9037,1476,1048,472,2006,64.0,2006,428,33,265900
1768,8158,884,334,543,2003,65.0,2003,550,63,224900
1689,9849,1689,1689,954,2007,83.0,2007,0,56,248328
1173,10625,1053,0,528,1974,85.0,1974,885,120,170000
2076,13891,2076,690,850,2006,107.0,2006,1386,229,465000
1517,11435,792,792,400,1929,70.04995836802665,1950,0,0,230000
1868,12090,585,585,477,1984,78.0,2003,0,112,178000
1553,8125,756,756,615,2005,65.0,2006,0,45,186500
1034,12328,1012,473,888,1976,70.04995836802665,1976,539,0,169900
2058,9600,735,416,396,1917,60.0,1950,319,0,129500
988,7200,876,246,276,1950,60.0,1950,534,80,119000
2110,11160,2110,1045,522,1968,93.0,1968,1065,0,244000
1405,3136,1405,1405,478,2003,70.04995836802665,2003,0,36,171750
874,9858,864,354,288,1968,62.0,1968,510,0,130000
2167,17542,1192,36,518,1974,70.04995836802665,2003,125,47,294000
1656,6931,746,746,397,2003,60.0,2004,0,128,165400
1367,6240,884,459,560,1931,52.0,1950,425,0,127500
1987,14303,1986,672,691,1994,91.0,1994,1314,36,301500
864,4060,864,864,0,1922,56.0,1950,0,96,99900
1166,9587,856,201,400,2005,59.0,2005,655,0,190000
1054,9750,1054,14,460,1969,65.0,1969,602,0,151000
1675,24682,841,841,502,1999,70.04995836802665,1999,0,103,181000
1050,9600,1050,546,338,1956,80.0,1956,504,0,128900
1788,11250,1104,1104,304,1957,70.04995836802665,1989,0,0,161500
1824,13515,764,764,520,1919,60.0,1950,0,0,180500
1337,4060,1405,1139,511,1998,34.0,1999,266,68,181000
1452,3735,691,241,506,1999,35.0,1999,450,34,183900
1889,10120,925,925,308,1910,60.0,1950,0,0,122000
2018,13214,2002,2002,746,2008,89.0,2009,0,76,378500
3447,14100,728,536,1014,1935,70.04995836802665,1997,192,12,381000
1524,11344,874,414,315,1958,78.0,1958,460,0,144000
1524,23595,1332,74,586,1979,70.04995836802665,1979,1258,0,260000
1489,9156,1489,1489,462,1968,70.04995836802665,1968,0,0,185750
935,13526,935,0,288,1965,70.04995836802665,1965,560,0,137000
1357,11512,1019,300,312,1959,124.0,2006,719,0,177000
1250,5362,661,661,552,1910,53.0,2003,0,0,139000
1920,11345,928,708,400,1948,95.0,1950,220,0,137000
1395,12936,723,130,497,1972,70.04995836802665,1972,593,116,162000
1724,17871,1680,1152,480,1967,70.04995836802665,1976,528,0,197900
2031,9473,1128,324,577,2002,75.0,2002,804,211,237000
1128,7500,698,698,528,1920,60.0,1950,0,0,68400
1573,9808,1573,785,544,2002,67.0,2002,788,72,227000
1339,8049,1309,256,484,1990,50.0,1990,1053,58,180000
1040,8800,1040,364,484,1977,61.0,2008,532,0,150500
1824,9400,912,912,0,1971,94.0,1971,0,0,139000
2447,9638,804,804,336,1919,50.0,1990,0,0,169000
1412,6000,780,780,280,1939,50.0,1950,0,0,132500
1328,9790,1328,678,528,1963,70.04995836802665,1963,569,26,143000
1582,36500,1624,812,390,1964,70.04995836802665,1964,812,198,190000
1659,5664,1501,343,499,2000,40.0,2000,1158,59,278000
1970,11065,1085,1085,753,2006,86.0,2006,0,74,281000
1152,14112,1152,138,484,1964,70.04995836802665,1964,1014,0,180500
1302,1680,630,399,264,1972,21.0,1972,231,0,119500
2372,6600,994,994,432,1892,60.0,1965,0,287,107500
1664,10140,832,638,528,1976,78.0,1976,194,28,162900
864,8172,864,697,572,1955,60.0,1990,167,0,115000
1052,8400,1052,36,288,1968,70.0,1968,1016,0,138500
1128,8700,1120,344,525,1963,80.0,1963,776,20,155000
1072,3675,547,0,525,2005,35.0,2006,547,44,140000
5642,63887,6110,466,1418,2008,313.0,2008,5644,292,160000
1246,7500,1246,0,305,1959,75.0,1994,340,0,154000
1983,10762,978,284,490,1999,70.04995836802665,1999,694,0,225000
1494,7500,771,224,213,1942,70.04995836802665,1950,547,0,177500
2526,10120,1165,425,844,1994,92.0,1994,740,78,290000
1616,8688,1616,1616,834,2005,73.0,2005,0,59,232000
1708,3363,976,976,380,2004,32.0,2004,0,40,130000
1652,13173,1652,80,840,2006,108.0,2007,1572,102,325000
1368,6955,1368,1368,474,2005,48.0,2006,0,35,202500
990,8072,990,244,480,1994,60.0,1995,746,64,138000
1122,12000,924,172,528,1948,100.0,2005,144,36,147000
1294,7153,1278,78,496,1991,70.04995836802665,1991,1200,51,179200
1902,17500,1902,496,567,1959,100.0,2002,1406,207,335000
1274,8814,1274,349,508,2005,68.0,2007,925,98,203000
2810,9572,1453,971,750,1990,70.04995836802665,1990,482,0,302000
2599,14774,1393,1393,779,1999,108.0,1999,0,30,333168
948,8190,948,216,280,1954,60.0,1954,732,36,119000
2112,11075,952,176,576,1969,85.0,1969,500,0,206900
1630,10226,1622,1622,860,2008,61.0,2008,0,42,295493
1352,4230,1352,1352,466,2006,47.0,2007,0,241,208900
1787,14781,1753,1753,748,2001,70.04995836802665,2002,0,150,275000
948,10215,864,372,248,1954,75.0,1954,492,0,111000
1478,8400,1478,628,442,1957,70.0,1957,189,0,156500
720,6627,0,0,287,1949,70.04995836802665,1950,0,0,72500
1923,10186,750,76,564,1992,107.0,1992,674,39,190000
708,5330,420,140,0,1940,50.0,1950,280,0,82500
1795,9986,1795,1795,895,2006,75.0,2007,0,49,147000
796,3636,796,796,0,1922,40.0,1950,0,0,55000
774,4270,544,0,0,1931,70.0,2006,544,0,79000
816,6600,816,175,264,1982,60.0,2008,641,0,130500
2792,10440,1510,1017,520,1920,60.0,1950,493,547,256000
1632,9084,935,935,462,1998,63.0,1998,0,28,176500
1588,10000,1588,1588,825,2006,85.0,2006,0,45,227000
954,10780,911,428,576,1976,55.0,1976,483,0,132500
816,8877,816,126,288,1938,67.0,1958,690,0,100000
1360,7200,803,803,297,1938,60.0,1995,0,65,125500
1365,2368,765,0,440,1970,24.0,1970,765,36,125000
1334,9650,1350,664,630,1977,80.0,1977,686,16,167900
1656,9246,1656,1656,506,1973,87.0,1973,0,211,135000
693,4118,693,693,0,1941,153.0,1950,0,20,52500
1861,13450,916,216,492,2002,95.0,2002,700,91,200000
864,9560,864,504,288,1972,120.0,1972,360,0,128500
872,8294,858,858,480,1971,70.0,1971,0,0,123000
1114,13695,1114,300,576,2003,66.0,2004,814,78,155000
2169,9375,1284,1284,647,2002,70.04995836802665,2002,0,87,228500
1913,7558,896,896,342,1928,57.0,1950,0,0,177000
1456,11103,728,728,440,2006,85.0,2006,0,0,155835
960,6000,960,710,308,1920,50.0,1950,250,0,108500
2156,20781,1568,1203,508,1968,70.04995836802665,2003,297,80,262500
1776,15306,1732,1652,712,2006,93.0,2007,80,0,283463
1494,16196,1482,39,514,1998,70.04995836802665,1998,1443,25,215000
2358,5250,684,425,0,1872,50.0,1987,259,54,122000
2634,11643,1248,748,968,1969,91.0,1969,500,0,200000
1716,9247,858,539,490,1962,70.0,1962,319,84,171000
1176,6000,698,698,624,1937,50.0,2000,0,0,134900
3238,14720,2033,1217,666,1995,56.0,1996,816,86,410000
1865,10316,992,257,839,2000,70.04995836802665,2000,735,184,235000
1920,10192,570,570,487,1968,102.0,1992,0,98,170000
892,9477,864,524,264,1966,70.04995836802665,1966,340,0,110000
1078,12537,1078,344,500,1971,70.04995836802665,2008,734,0,149900
1573,2117,756,378,440,2000,70.04995836802665,2000,378,32,177500
1980,16737,1980,533,770,2004,129.0,2005,1447,45,315000
2601,9842,612,612,621,1921,51.0,1998,0,0,189000
1530,16158,1530,256,430,2005,124.0,2005,1274,36,260000
1738,12513,715,715,368,1920,70.04995836802665,2007,0,0,104900
1412,8499,616,616,432,2006,73.0,2007,0,36,156932
1200,3180,600,600,480,2005,30.0,2005,0,166,144152
1674,7500,814,281,663,2000,70.04995836802665,2000,533,96,216000
1790,9179,873,240,588,1999,68.0,1999,633,88,193000
1475,2665,757,36,336,1977,41.0,1977,548,26,127000
848,4435,848,163,420,2003,70.04995836802665,2004,685,0,144000
1668,10635,1657,315,502,2003,48.0,2003,370,262,232000
1374,5400,840,420,338,1920,90.0,1950,315,0,105000
