GrLivArea,LotArea,TotalBsmtSF,BsmtUnfSF,GarageArea,YearBuilt,LotFrontage,YearRemodAdd,BsmtFinSF1,OpenPorchSF
1160,17979,1113.0,328.0,257.0,1968,70.04995836802664,1968,785.0,0
1092,1477,546.0,188.0,0.0,1970,21.0,2007,358.0,0
816,6490,816.0,282.0,264.0,1983,59.0,1983,534.0,0
845,6600,845.0,207.0,264.0,1982,60.0,2005,638.0,0
889,12395,864.0,217.0,484.0,1984,74.0,1984,647.0,0
1836,56600,686.0,686.0,288.0,1900,70.04995836802664,1950,0.0,0
1587,10667,1587.0,749.0,525.0,1971,85.0,1971,838.0,44
1384,8872,384.0,384.0,390.0,1997,56.0,1997,0.0,0
1694,10147,392.0,206.0,398.0,1994,70.04995836802664,1994,186.0,64
1714,8637,923.0,52.0,451.0,1999,70.04995836802664,2000,871.0,48
1553,7875,691.0,277.0,420.0,1996,63.0,1996,414.0,44
2299,7500,938.0,938.0,482.0,1999,60.0,2003,0.0,30
1187,9556,1168.0,1168.0,420.0,1992,70.04995836802664,1993,0.0,21
1642,7655,903.0,903.0,392.0,1993,70.04995836802664,1994,0.0,84
1128,18160,1302.0,752.0,480.0,1964,160.0,1964,550.0,108
1179,4740,1166.0,918.0,480.0,1988,38.0,1988,248.0,108
1321,5118,1312.0,386.0,484.0,1990,35.0,1990,926.0,64
2541,12328,1149.0,163.0,729.0,2005,98.0,2005,986.0,32
2338,51974,2660.0,1559.0,1110.0,2006,52.0,2007,1101.0,135
1424,41600,1100.0,53.0,828.0,1969,195.0,1990,1047.0,0
1612,8035,1612.0,815.0,556.0,2006,61.0,2006,797.0,164
2234,14082,2220.0,662.0,724.0,2006,85.0,2006,1558.0,80
2042,13870,1742.0,590.0,724.0,2006,81.0,2007,1152.0,52
1284,10960,1284.0,1028.0,480.0,1984,70.04995836802664,1984,256.0,0
1479,12090,725.0,404.0,484.0,1981,78.0,2003,321.0,72
1664,12299,1529.0,201.0,663.0,1978,93.0,1985,1328.0,0
1930,11339,780.0,22.0,481.0,1979,61.0,1979,758.0,72
1177,11850,1153.0,372.0,495.0,1984,79.0,1984,781.0,103
1353,10400,1259.0,356.0,478.0,1979,80.0,1999,903.0,141
1220,13001,1625.0,1012.0,944.0,1971,128.0,1971,492.0,0
1324,8991,1228.0,0.0,585.0,1976,64.0,1976,624.0,36
1877,8000,1084.0,0.0,488.0,1974,80.0,1974,931.0,96
1422,9457,925.0,359.0,576.0,1970,63.0,1990,566.0,0
914,7920,914.0,214.0,368.0,1970,66.0,2002,81.0,0
914,17199,914.0,600.0,270.0,1961,70.04995836802664,1961,314.0,0
1337,4113,1337.0,1337.0,511.0,2001,33.0,2001,0.0,68
1337,10943,1405.0,475.0,522.0,1997,26.0,1998,930.0,68
1092,2205,525.0,213.0,264.0,1973,21.0,1973,312.0,0
1218,2058,672.0,672.0,264.0,1973,21.0,1973,0.0,28
1055,2304,1061.0,423.0,319.0,1978,24.0,1978,632.0,32
988,7150,988.0,263.0,360.0,1966,65.0,1966,725.0,0
1816,12469,1790.0,639.0,730.0,2006,96.0,2007,1151.0,36
1694,11825,1694.0,1694.0,856.0,2006,91.0,2007,0.0,112
2122,14333,2108.0,590.0,938.0,2007,110.0,2007,1518.0,142
2656,13641,1934.0,630.0,1040.0,2007,107.0,2007,1304.0,58
2550,13440,1108.0,1108.0,670.0,2006,110.0,2007,0.0,39
2046,15431,1994.0,564.0,878.0,2005,105.0,2006,1430.0,65
2552,13891,2552.0,740.0,932.0,2007,107.0,2007,1812.0,28
2758,13654,1704.0,1704.0,814.0,2005,118.0,2006,0.0,55
2290,17169,2320.0,636.0,1174.0,2007,59.0,2007,1684.0,30
2152,16659,1582.0,1582.0,728.0,2007,134.0,2008,0.0,368
2100,9709,918.0,140.0,786.0,2007,82.0,2007,778.0,104
1802,13615,1802.0,1802.0,843.0,2006,94.0,2006,0.0,105
2956,13069,1706.0,1706.0,916.0,2004,99.0,2004,0.0,50
2385,14277,1317.0,379.0,818.0,2003,110.0,2003,938.0,228
1818,12568,895.0,226.0,774.0,2007,70.04995836802664,2007,669.0,104
1614,9926,1614.0,436.0,878.0,2005,70.0,2006,1178.0,38
1721,9254,1721.0,1602.0,554.0,2005,71.0,2005,119.0,27
1828,10732,1298.0,1298.0,876.0,2006,92.0,2007,0.0,40
1302,3901,1302.0,436.0,631.0,2005,34.0,2006,866.0,50
1302,3903,1302.0,272.0,631.0,2005,34.0,2006,1030.0,50
1362,6289,1362.0,600.0,460.0,2005,41.0,2006,762.0,28
1554,4590,1554.0,1530.0,627.0,2006,34.0,2006,24.0,73
1577,7841,1577.0,729.0,564.0,2005,48.0,2005,848.0,39
1324,6240,1324.0,1300.0,550.0,2006,48.0,2006,24.0,38
1405,3242,1405.0,405.0,478.0,2003,48.0,2003,1000.0,36
1496,15810,768.0,768.0,572.0,2007,59.0,2007,0.0,0
1536,10237,768.0,768.0,400.0,2005,65.0,2006,0.0,38
1458,13204,608.0,608.0,454.0,2006,58.0,2007,0.0,33
1495,8857,738.0,738.0,440.0,2006,62.0,2006,0.0,30
1746,9729,698.0,698.0,350.0,2006,63.0,2007,0.0,34
1326,12216,1326.0,408.0,388.0,2005,88.0,2005,918.0,23
1504,8229,752.0,752.0,440.0,2007,72.0,2007,0.0,32
1456,7713,728.0,728.0,400.0,2007,64.0,2007,0.0,24
1258,7697,1246.0,1246.0,462.0,2007,64.0,2007,0.0,0
1589,3621,1406.0,322.0,630.0,2003,70.04995836802664,2003,1084.0,20
1266,3710,1266.0,1266.0,388.0,2007,53.0,2007,0.0,16
1119,16219,835.0,56.0,437.0,2004,65.0,2005,779.0,24
1374,11084,384.0,192.0,400.0,2004,87.0,2004,192.0,0
1525,10936,1510.0,1510.0,534.0,2006,59.0,2006,0.0,18
1394,11950,384.0,384.0,400.0,2003,70.04995836802664,2003,0.0,0
1948,7875,847.0,847.0,434.0,2003,63.0,2003,0.0,48
1995,8740,854.0,280.0,435.0,2002,70.04995836802664,2002,574.0,48
1690,9487,915.0,395.0,442.0,2000,58.0,2000,520.0,50
1644,9649,941.0,941.0,460.0,1999,59.0,2000,0.0,42
2551,12191,1779.0,598.0,925.0,1997,100.0,1998,1181.0,61
3078,10557,1408.0,736.0,806.0,1998,89.0,1998,672.0,87
2582,11002,1389.0,341.0,758.0,1998,74.0,1999,1048.0,60
2385,10790,1066.0,1066.0,600.0,1998,83.0,1998,0.0,38
2202,11762,1105.0,770.0,517.0,1992,88.0,1993,335.0,65
2538,9044,1325.0,100.0,933.0,1996,82.0,1997,1225.0,92
1369,9910,1369.0,1369.0,605.0,2007,75.0,2007,0.0,203
1542,11830,1542.0,322.0,852.0,2007,91.0,2007,1220.0,110
1534,10612,1524.0,1496.0,484.0,2006,76.0,2006,28.0,46
1966,12291,1966.0,394.0,1092.0,2007,98.0,2007,1572.0,52
1528,9965,1528.0,1528.0,480.0,2007,85.0,2007,0.0,228
1538,8847,1538.0,769.0,484.0,2005,74.0,2005,769.0,40
1506,8251,1494.0,716.0,672.0,2005,70.0,2006,778.0,35
1977,9605,982.0,982.0,574.0,2006,70.0,2006,0.0,53
1830,8778,1302.0,1302.0,859.0,2006,75.0,2006,0.0,40
1338,8640,1338.0,1314.0,598.0,2007,72.0,2007,24.0,141
1335,9000,1335.0,1335.0,575.0,2006,75.0,2007,0.0,210
1792,8640,896.0,546.0,590.0,2007,72.0,2007,350.0,96
1588,10411,725.0,725.0,561.0,2007,81.0,2007,0.0,0
1880,12217,955.0,210.0,880.0,2007,112.0,2007,745.0,127
1584,10440,1574.0,1574.0,594.0,2007,84.0,2007,0.0,256
1685,11824,1685.0,1685.0,658.0,2006,100.0,2006,0.0,63
2443,10625,1158.0,1158.0,744.0,2004,85.0,2004,0.0,127
1100,7500,1100.0,1100.0,0.0,2006,63.0,2007,0.0,136
1143,7500,1143.0,1143.0,0.0,2006,63.0,2006,0.0,55
1094,12450,1094.0,365.0,576.0,2003,60.0,2004,729.0,0
1486,7441,1461.0,1461.0,566.0,2006,65.0,2006,0.0,32
1820,11613,864.0,384.0,492.0,1993,70.04995836802664,1997,480.0,85
1266,8012,630.0,630.0,283.0,1980,50.0,1980,0.0,0
894,6285,894.0,405.0,308.0,1977,64.0,1977,138.0,0
1040,7476,1040.0,228.0,686.0,1968,84.0,1968,812.0,0
2503,19522,1223.0,496.0,564.0,1990,70.04995836802664,1990,727.0,99
1037,10751,1037.0,250.0,431.0,1974,44.0,1974,787.0,47
1055,12712,1044.0,76.0,542.0,1973,43.0,2006,968.0,0
1378,4379,1378.0,527.0,540.0,2004,45.0,2004,851.0,56
1151,3523,1141.0,1081.0,484.0,2006,80.0,2007,60.0,60
1565,3784,1511.0,1451.0,476.0,2006,32.0,2007,60.0,120
1352,3606,1352.0,415.0,466.0,2006,40.0,2007,937.0,241
1550,5330,1550.0,1550.0,528.0,2006,30.0,2007,0.0,102
1501,2280,744.0,179.0,440.0,1999,24.0,1999,565.0,0
1573,2117,756.0,339.0,440.0,2000,24.0,2000,417.0,32
1358,7321,1339.0,1339.0,625.0,1999,73.0,2000,0.0,174
2048,8010,1054.0,90.0,552.0,2003,70.04995836802664,2004,964.0,48
2362,8413,1220.0,319.0,1105.0,1998,106.0,1998,901.0,0
1494,9466,1494.0,0.0,478.0,1994,50.0,1995,457.0,30
2362,12000,2002.0,270.0,546.0,1980,80.0,1980,1732.0,16
2497,17778,2461.0,0.0,676.0,1981,94.0,1981,1632.0,0
1152,11700,912.0,912.0,412.0,1968,78.0,1968,0.0,126
2411,8000,1008.0,93.0,570.0,1970,80.0,1970,915.0,192
1082,8723,973.0,0.0,480.0,1969,70.04995836802664,1969,973.0,0
1295,11700,1295.0,385.0,528.0,1968,130.0,1968,910.0,194
1610,11358,1124.0,778.0,515.0,1972,108.0,1987,346.0,0
1594,9547,1594.0,1594.0,472.0,1993,80.0,1993,0.0,80
2075,10530,1148.0,329.0,473.0,1993,78.0,1993,819.0,86
1093,10738,1093.0,301.0,484.0,1966,88.0,1966,792.0,0
1052,10800,1052.0,171.0,311.0,1963,80.0,1963,617.0,133
1107,8050,949.0,437.0,308.0,1967,70.0,1993,474.0,64
1224,10899,0.0,0.0,530.0,1964,70.04995836802664,1964,0.0,0
1074,7450,894.0,250.0,396.0,1956,74.0,1956,438.0,72
1187,14357,864.0,386.0,440.0,1961,70.04995836802664,1961,311.0,0
964,8243,964.0,264.0,784.0,1961,76.0,1961,700.0,0
894,8680,894.0,894.0,312.0,1960,70.0,1960,0.0,0
1200,8800,1174.0,520.0,440.0,1966,80.0,1966,654.0,0
1042,9200,1042.0,548.0,440.0,1965,80.0,1965,494.0,0
2154,8800,845.0,431.0,539.0,1964,80.0,1997,414.0,0
1374,11382,1130.0,533.0,286.0,1964,70.04995836802664,1964,54.0,28
1652,22002,1592.0,206.0,510.0,1959,70.04995836802664,1991,1386.0,0
908,12172,822.0,433.0,512.0,1940,85.0,1996,130.0,24
666,5000,666.0,367.0,0.0,1946,50.0,1950,299.0,52
670,3500,370.0,226.0,0.0,1945,51.0,1950,144.0,21
808,5175,808.0,254.0,308.0,1958,50.0,2000,150.0,0
1150,9600,1078.0,710.0,288.0,1955,80.0,1955,368.0,0
1560,8668,1560.0,1560.0,792.0,1968,63.0,1968,0.0,0
1280,10050,793.0,191.0,432.0,1966,70.04995836802664,1966,602.0,40
1254,9600,1218.0,618.0,525.0,1961,100.0,1961,600.0,0
936,8760,936.0,63.0,315.0,1957,73.0,1999,873.0,0
1008,6860,1008.0,100.0,308.0,1956,65.0,1956,908.0,0
1053,8250,1053.0,765.0,692.0,1963,60.0,1963,288.0,0
1144,9100,1144.0,1144.0,336.0,1960,70.0,1960,0.0,0
1721,9736,1331.0,525.0,464.0,1957,80.0,1969,668.0,0
922,9770,922.0,410.0,308.0,1957,72.0,1957,512.0,34
1411,12198,1204.0,424.0,310.0,1955,70.0,1975,780.0,82
1216,10050,1216.0,928.0,336.0,1955,75.0,1955,288.0,0
1154,11556,864.0,456.0,336.0,1953,60.0,2006,408.0,0
1560,8078,1560.0,1560.0,484.0,1958,70.0,1958,0.0,0
948,10950,948.0,507.0,410.0,1952,60.0,1952,441.0,48
1040,7942,1040.0,0.0,293.0,1953,68.0,1953,85.0,0
925,8540,925.0,120.0,252.0,1956,71.0,2003,114.0,0
1540,7150,1190.0,1040.0,352.0,1955,55.0,1955,150.0,0
925,8400,923.0,130.0,390.0,1955,70.0,1955,793.0,0
1647,9532,1105.0,156.0,280.0,1953,75.0,1953,595.0,0
924,15783,924.0,632.0,420.0,1952,70.04995836802664,1952,292.0,324
1544,14190,925.0,925.0,0.0,1890,60.0,2006,0.0,0
1728,12099,1216.0,1018.0,371.0,1953,70.04995836802664,2004,198.0,0
3086,21281,666.0,666.0,1200.0,1935,113.0,2007,0.0,208
1281,10284,1151.0,55.0,580.0,1925,60.0,1993,1030.0,0
1534,10800,736.0,736.0,0.0,1895,60.0,1999,0.0,112
1651,10090,725.0,0.0,276.0,1963,93.0,1999,242.0,46
888,8700,920.0,728.0,240.0,1961,75.0,1961,192.0,0
952,8300,952.0,0.0,288.0,1968,66.0,1968,952.0,0
1238,7200,864.0,432.0,357.0,1950,60.0,1950,432.0,171
1040,7500,1040.0,466.0,286.0,1959,70.04995836802664,2003,574.0,0
1170,7315,1170.0,545.0,338.0,1958,70.0,1958,625.0,0
1242,7903,1242.0,503.0,324.0,1960,70.0,1960,739.0,0
1377,8000,1377.0,125.0,351.0,1960,80.0,1960,1098.0,0
925,7000,0.0,0.0,300.0,1961,70.0,1961,0.0,0
864,6600,864.0,312.0,294.0,1962,60.0,1962,110.0,0
936,6760,896.0,162.0,288.0,1962,66.0,1962,734.0,90
960,6978,850.0,850.0,576.0,1926,60.0,1980,0.0,0
1296,6000,845.0,569.0,576.0,1927,50.0,1950,276.0,0
1022,4480,1022.0,240.0,184.0,1922,56.0,1950,782.0,122
967,3153,967.0,967.0,180.0,1920,56.0,1990,0.0,0
1072,7200,808.0,808.0,379.0,1940,60.0,1950,0.0,0
1174,9000,680.0,550.0,576.0,1900,120.0,2006,130.0,26
1141,5925,570.0,0.0,252.0,1900,50.0,1950,122.0,0
1798,9639,1075.0,1075.0,342.0,1900,57.0,1950,0.0,0
1772,10337,725.0,725.0,816.0,1910,70.04995836802664,1999,0.0,0
1642,9863,728.0,322.0,374.0,1927,53.0,1950,196.0,0
1232,4571,616.0,448.0,480.0,1910,35.0,1950,168.0,0
1650,8398,926.0,667.0,468.0,1910,56.0,1990,259.0,103
1358,3600,687.0,371.0,336.0,1930,60.0,2005,316.0,32
2454,13500,819.0,819.0,576.0,1879,75.0,1987,0.0,148
968,8626,0.0,0.0,331.0,1956,52.0,1956,0.0,0
1382,11800,0.0,0.0,384.0,1949,76.0,2002,0.0,40
1060,6854,756.0,212.0,308.0,1925,55.0,1994,317.0,65
1435,8674,910.0,0.0,308.0,1950,55.0,1950,910.0,33
1274,6125,728.0,422.0,224.0,1939,50.0,1998,306.0,0
1232,6000,600.0,324.0,217.0,1939,50.0,1950,276.0,0
884,6120,884.0,884.0,240.0,1939,51.0,1950,0.0,0
1409,6240,861.0,809.0,528.0,1938,70.04995836802664,1950,52.0,0
1322,6240,672.0,624.0,280.0,1939,52.0,1952,48.0,0
1426,6240,966.0,966.0,230.0,1930,52.0,1992,0.0,0
1281,6120,756.0,405.0,379.0,1926,51.0,1950,351.0,0
2264,7755,1100.0,1100.0,408.0,1918,47.0,1995,0.0,152
1376,8850,768.0,768.0,576.0,1920,60.0,1950,0.0,54
1316,8550,750.0,750.0,576.0,1926,60.0,1950,0.0,0
1344,5700,672.0,336.0,456.0,1929,70.04995836802664,1990,336.0,0
1173,5680,592.0,592.0,240.0,1901,40.0,1950,0.0,25
1214,5680,969.0,969.0,216.0,1901,40.0,1950,0.0,0
2294,13200,741.0,366.0,658.0,1963,120.0,1963,375.0,110
1952,9780,976.0,224.0,299.0,1950,60.0,2005,354.0,0
2180,10320,1138.0,763.0,720.0,1915,60.0,1950,375.0,0
1315,4330,808.0,0.0,436.0,1958,52.0,1958,681.0,0
1484,10320,771.0,771.0,264.0,1910,60.0,1950,0.0,211
2267,12888,1005.0,717.0,498.0,1937,107.0,1980,288.0,0
1282,4484,672.0,187.0,240.0,1942,59.0,1979,485.0,88
999,11235,925.0,0.0,308.0,1963,75.0,1963,925.0,176
1452,11235,1420.0,635.0,572.0,1964,75.0,1980,785.0,0
1005,14299,1005.0,348.0,440.0,1964,62.0,1964,513.0,0
1020,14149,980.0,190.0,528.0,1964,65.0,2001,68.0,0
1040,11677,1040.0,30.0,264.0,1966,70.04995836802664,1966,249.0,90
868,8425,768.0,20.0,576.0,1971,70.0,1990,748.0,0
897,8665,876.0,420.0,264.0,1968,86.0,1968,168.0,0
943,8398,943.0,300.0,528.0,1967,70.04995836802664,1967,114.0,0
912,8169,912.0,261.0,315.0,1966,70.04995836802664,1966,216.0,0
1375,14175,1240.0,332.0,323.0,1956,81.0,1998,386.0,0
2654,16779,671.0,404.0,638.0,1920,99.0,1996,267.0,570
1302,6960,680.0,422.0,224.0,1940,70.0,1998,258.0,0
1299,11375,967.0,231.0,494.0,1954,91.0,1995,736.0,0
1176,13770,1158.0,95.0,303.0,1958,85.0,1998,190.0,0
998,9000,0.0,0.0,460.0,1945,70.04995836802664,1950,0.0,0
1522,11075,1190.0,0.0,552.0,1984,70.04995836802664,1984,299.0,77
1325,17541,409.0,109.0,576.0,1948,70.04995836802664,2005,300.0,42
1630,22692,1073.0,486.0,649.0,1953,70.04995836802664,1953,587.0,64
1242,17808,484.0,484.0,336.0,1946,84.0,1950,0.0,0
2422,12671,1288.0,935.0,527.0,1954,102.0,1994,353.0,63
1626,10512,988.0,497.0,332.0,1954,70.0,1954,491.0,0
864,5400,864.0,411.0,399.0,1958,60.0,1958,453.0,0
943,11515,0.0,0.0,308.0,1958,70.04995836802664,1994,0.0,0
1038,3869,1038.0,0.0,264.0,1984,39.0,1984,283.0,105
1342,9280,1342.0,785.0,256.0,1951,58.0,1951,557.0,0
1480,11100,1080.0,0.0,253.0,1951,60.0,1994,1080.0,0
1362,7550,951.0,951.0,280.0,1920,50.0,1950,0.0,0
1822,23920,1105.0,1105.0,515.0,1984,104.0,1984,0.0,195
1958,9317,779.0,282.0,499.0,1994,75.0,2001,497.0,93
1651,9178,1643.0,1643.0,870.0,2007,71.0,2007,0.0,64
2140,10481,2140.0,2140.0,894.0,2006,93.0,2007,0.0,32
1651,10235,1643.0,1643.0,870.0,2007,66.0,2007,0.0,64
1546,11750,1546.0,1526.0,796.0,2005,75.0,2006,20.0,42
1500,8760,1489.0,1453.0,674.0,2006,73.0,2006,36.0,38
1270,7242,1270.0,1270.0,524.0,2005,64.0,2006,0.0,96
1795,9316,879.0,879.0,578.0,2005,78.0,2006,0.0,111
1873,8883,929.0,0.0,619.0,1988,70.04995836802664,1988,608.0,48
1743,20064,966.0,0.0,529.0,1976,155.0,1976,51.0,0
1022,14217,1022.0,472.0,747.0,1994,70.04995836802664,1994,550.0,0
1308,10021,635.0,96.0,497.0,1997,57.0,2006,539.0,54
990,8428,990.0,570.0,384.0,1994,60.0,1994,420.0,0
1097,16561,1097.0,548.0,242.0,1996,70.0,1996,549.0,0
1873,10820,988.0,646.0,597.0,1999,47.0,1999,342.0,123
1753,12352,853.0,215.0,534.0,1998,43.0,1999,638.0,74
1690,9543,845.0,845.0,517.0,2001,68.0,2001,0.0,103
1842,8826,985.0,144.0,486.0,2000,70.04995836802664,2000,841.0,96
894,11800,864.0,201.0,440.0,1974,97.0,1974,663.0,0
1025,8660,1015.0,513.0,370.0,1976,59.0,1976,502.0,0
1009,9720,995.0,240.0,576.0,1977,72.0,1977,755.0,0
1040,8982,1040.0,501.0,748.0,1977,45.0,1977,539.0,0
907,16300,876.0,399.0,308.0,1977,39.0,1977,60.0,0
879,9675,864.0,102.0,440.0,1975,75.0,1975,330.0,80
864,7200,864.0,193.0,576.0,1972,60.0,2000,671.0,0
875,7200,385.0,0.0,728.0,1972,60.0,2006,385.0,0
1673,11354,1673.0,261.0,583.0,2000,70.04995836802664,2000,1412.0,113
1932,8749,979.0,325.0,610.0,2003,70.0,2003,654.0,120
1729,8158,860.0,860.0,542.0,2002,65.0,2002,0.0,63
1592,11927,1556.0,683.0,484.0,1994,73.0,1995,408.0,35
2439,12728,1531.0,333.0,560.0,2001,70.04995836802664,2001,1198.0,121
1992,15295,860.0,98.0,608.0,1996,70.04995836802664,2002,762.0,32
1341,17227,1341.0,426.0,482.0,1999,73.0,2000,915.0,84
1476,8145,738.0,738.0,552.0,2007,70.0,2007,0.0,35
1190,8769,1169.0,460.0,578.0,2005,65.0,2005,709.0,41
1330,8334,1330.0,1330.0,437.0,2006,64.0,2007,0.0,23
1491,8333,738.0,738.0,484.0,2006,64.0,2006,0.0,30
1536,9045,768.0,768.0,400.0,2005,64.0,2005,0.0,40
936,9825,936.0,0.0,384.0,1967,75.0,1967,936.0,0
1088,8308,1088.0,115.0,520.0,1963,67.0,1963,132.0,0
1351,16287,901.0,666.0,576.0,1925,74.0,1950,130.0,0
1179,8240,1179.0,1179.0,622.0,1960,80.0,1960,0.0,0
1044,6285,960.0,456.0,528.0,1976,65.0,1976,504.0,0
2233,9555,0.0,0.0,579.0,1979,70.04995836802664,1979,0.0,0
1408,7023,734.0,123.0,489.0,2005,60.0,2006,611.0,85
5095,39290,5095.0,1085.0,1154.0,2008,128.0,2009,4010.0,484
1072,3675,547.0,80.0,525.0,2005,35.0,2005,467.0,44
960,6400,960.0,52.0,392.0,1959,64.0,2000,77.0,0
1152,6882,0.0,0.0,0.0,1955,74.0,1955,0.0,0
1195,8741,1195.0,1195.0,0.0,1946,52.0,1950,0.0,0
865,10042,660.0,238.0,216.0,1920,62.0,1995,144.0,0
768,8172,768.0,224.0,355.0,1955,60.0,1955,544.0,0
864,8172,864.0,182.0,528.0,1955,60.0,1955,682.0,0
2592,10890,1296.0,925.0,0.0,1923,60.0,1950,371.0,742
1422,7223,1290.0,971.0,352.0,1926,54.0,1950,319.0,0
1298,6821,651.0,538.0,240.0,1921,51.0,2005,113.0,0
1098,4000,531.0,285.0,216.0,1930,63.0,1995,246.0,0
1436,6720,585.0,585.0,228.0,1921,53.0,1950,0.0,0
1461,7155,686.0,686.0,225.0,1926,53.0,1991,0.0,0
1718,7230,851.0,851.0,264.0,1927,60.0,1992,0.0,0
1226,13108,0.0,0.0,400.0,1951,126.0,1951,0.0,24
1755,7810,930.0,741.0,231.0,1930,110.0,2003,189.0,40
1355,6221,728.0,195.0,528.0,1941,79.0,1950,533.0,0
1560,25485,1560.0,0.0,580.0,1960,70.04995836802664,1960,540.0,75
1488,21579,1488.0,675.0,552.0,1968,70.04995836802664,1968,813.0,0
1045,1782,516.0,186.0,462.0,1980,24.0,1980,330.0,0
1680,17871,1680.0,1680.0,628.0,1995,70.04995836802664,1996,0.0,0
1020,3907,1004.0,427.0,509.0,1988,35.0,1988,577.0,0
1696,20693,1696.0,1262.0,625.0,1971,70.04995836802664,1971,434.0,146
2726,18044,279.0,279.0,691.0,1986,70.0,1986,0.0,64
1215,7000,720.0,345.0,720.0,1940,50.0,1950,375.0,0
1601,7288,936.0,936.0,0.0,1925,50.0,2003,0.0,0
1828,9060,859.0,311.0,472.9801369863014,1923,50.0,1999,548.0,0
816,3672,816.0,816.0,100.0,1922,46.0,1950,0.0,0
845,11067,0.0,0.0,256.0,1939,64.0,1950,0.0,0
1991,8250,957.0,957.0,0.0,1895,75.0,2006,0.0,0
1073,6565,1073.0,106.0,720.0,1957,65.0,1980,967.0,444
1001,6060,837.0,100.0,216.0,1930,60.0,2007,737.0,0
1625,5568,1573.0,0.0,495.0,2006,59.0,2007,1573.0,0
1299,12150,1001.0,0.0,486.0,1979,70.04995836802664,1979,1001.0,0
1392,10000,1441.0,856.0,650.0,2002,80.0,2002,585.0,49
1409,12864,1409.0,17.0,576.0,2002,44.0,2002,1392.0,144
1478,9928,1454.0,215.0,506.0,1991,70.04995836802664,1992,1239.0,22
918,8750,852.0,98.0,360.0,1975,70.04995836802664,1975,224.0,84
1026,8410,970.0,46.0,528.0,1974,82.0,1974,924.0,0
1501,4054,1501.0,552.0,512.0,1987,46.0,1987,949.0,0
2279,19958,585.0,585.0,461.0,1958,149.0,1995,0.0,0
1689,8368,1689.0,1689.0,433.0,2006,67.0,2007,0.0,39
1564,8298,1546.0,963.0,502.0,2006,68.0,2007,583.0,0
1240,10331,1265.0,970.0,528.0,1985,42.0,1985,215.0,0
1312,6718,1267.0,1017.0,471.0,2001,70.04995836802664,2001,250.0,28
1922,11305,1922.0,593.0,692.0,2002,80.0,2002,1329.0,64
1491,7777,1491.0,1491.0,571.0,1996,70.04995836802664,1996,0.0,35
2486,11800,1122.0,356.0,452.0,2003,70.04995836802664,2004,766.0,32
1824,12633,1824.0,1824.0,932.0,2006,85.0,2007,0.0,36
2034,43500,0.0,0.0,1041.0,1953,200.0,1953,0.0,266
936,6710,920.0,0.0,460.0,1996,62.0,1997,16.0,40
1092,1504,546.0,294.0,253.0,1972,21.0,1972,252.0,0
992,1533,530.0,27.0,297.0,1970,70.04995836802664,1970,503.0,97
1092,1495,546.0,162.0,0.0,1970,21.0,1970,384.0,64
1092,1890,546.0,546.0,286.0,1976,21.0,1976,0.0,0
1008,9129,923.0,0.0,678.0,1977,72.0,1977,923.0,66
1356,15957,1244.0,96.0,528.0,1977,70.04995836802664,1977,1148.0,0
1676,33983,1160.0,48.0,672.0,1977,61.0,1994,1112.0,90
1432,8286,716.0,185.0,531.0,1977,68.0,1977,531.0,136
796,6723,796.0,0.0,0.0,1971,50.0,1971,796.0,0
1608,27697,1396.0,585.0,444.0,1961,124.0,1961,811.0,38
1178,11000,1090.0,0.0,502.0,1976,70.04995836802664,2003,1090.0,44
816,11625,816.0,220.0,264.0,1983,65.0,1983,596.0,0
887,10447,864.0,348.0,288.0,1984,62.0,1984,516.0,0
1293,11027,1178.0,171.0,452.0,1954,70.04995836802664,1954,468.0,0
1024,10533,1008.0,235.0,313.0,1956,85.0,1956,773.0,0
1797,11765,1617.0,490.0,963.0,1957,70.04995836802664,1957,1127.0,0
1390,39384,1705.0,595.0,550.0,1957,70.04995836802664,1957,1110.0,189
1851,11727,1851.0,1851.0,506.0,1969,90.0,1969,0.0,146
1525,8238,813.0,113.0,400.0,1997,60.0,1998,700.0,72
1671,13041,781.0,781.0,423.0,1995,70.04995836802664,1995,0.0,84
1776,9783,821.0,821.0,443.0,1996,54.0,1996,0.0,116
2064,13128,1074.0,1074.0,527.0,2005,50.0,2005,0.0,119
2212,13751,1700.0,1640.0,773.0,2005,42.0,2006,60.0,38
2687,13108,2062.0,2062.0,618.0,1994,68.0,1994,0.0,12
1169,8076,1160.0,455.0,402.0,1993,70.04995836802664,1994,705.0,26
1204,3701,1191.0,1191.0,461.0,1987,30.0,1987,0.0,70
2798,16023,1398.0,180.0,670.0,2005,59.0,2006,1218.0,37
3390,18062,1528.0,1528.0,758.0,2006,60.0,2006,0.0,34
2473,12292,1094.0,889.0,675.0,2006,63.0,2006,205.0,39
2698,16052,1850.0,644.0,736.0,2006,82.0,2006,1206.0,0
2795,15922,1390.0,1390.0,660.0,2005,92.0,2006,0.0,102
1714,8147,1714.0,523.0,517.0,2005,60.0,2005,1191.0,55
2000,18261,1910.0,494.0,722.0,2005,90.0,2005,1416.0,102
1102,10464,988.0,138.0,582.0,1980,70.04995836802664,1980,850.0,22
1857,10530,945.0,945.0,482.0,1978,81.0,1978,0.0,105
1083,9927,1047.0,42.0,596.0,1976,70.04995836802664,1976,1005.0,0
2318,9512,960.0,172.0,541.0,2005,75.0,2006,788.0,246
1875,10530,675.0,127.0,485.0,1975,81.0,2000,548.0,28
